X1,X2,X3,y
0.6344989073170902,4.562448175237314,-0.5936775265449814,2.9157229949357473
-4.801602291685046,2.9241291466667763,-0.05782659857533426,-3.3395377183516577
4.295305219838522,5.086877684630326,-0.3537634949864916,6.838744062153685
-0.21020342604293435,5.994217237320833,-0.8333092766230471,2.7869051926174824
0.06357389713901748,5.508144346464543,-0.11217367966224184,2.817646070371289
-0.4963486000248163,4.2854508903841575,-0.30785624848318754,1.6463768451672625
-0.45068475202738223,4.859655049300152,0.09607717902976545,1.9791427726226936
1.9997209638551343,4.2112749645116,1.080031678353707,4.105358446110934
-1.8873413318006014,5.837829219242753,-0.18236860585435716,1.0315732778207751
1.3879168347976687,5.048324631975062,0.029047913480323435,3.9120791507851997
-1.1946760574254274,6.509593993822869,0.04676997108490853,2.060120939486007
-4.238708685860575,5.610024610714743,-0.7751039497470268,-1.433696380503204
-1.9023827646762155,5.006067306690169,-1.140508240929567,0.6006508886688691
0.5284786355983792,4.864044980807192,-0.05651200387466444,2.960501126001975
4.348236526841027,6.753241967934936,0.8260224670278767,7.724857510808494
1.2467591481848248,4.107852491331252,0.8011594568549033,3.300685393850451
-3.9702323214899584,5.214743840218938,0.2669236058777354,-1.3628604013804893
-0.7387064129226502,7.0976003096274525,-0.01466571808983953,2.810093741891076
1.9419761094678338,5.766213680416245,-0.13230584630640727,4.825082949675956
-3.382241868933606,5.034472266257888,0.6220317627241243,-0.8650057358046621
-0.9792344236011159,4.835610573454957,-0.35615239403815085,1.4385708631263627
2.2957273320708484,5.179933620394063,0.7862982447637766,4.88569414226788
-4.065943983758396,4.458745955140377,0.2555051453852164,-1.836571006188208
4.8624042080588135,5.620997522748926,0.30170646151923175,7.672902969433276
-4.210688508533198,4.011761621640373,0.019823555172155713,-2.2048076977130115
7.072935064351176,5.869022456371104,-0.17346189345853485,10.007446292536727
-4.479196089372591,4.128168099804662,-0.5151536645437597,-2.41511203947026
1.5111185229485617,4.858922255775966,0.044321240126420886,3.940579650836545
-2.2703618351537904,3.8781399137241275,0.29046725435879384,-0.3312918782917267
-4.459608460121814,4.987116795484372,0.10677674017062795,-1.9660500623796278
-2.9860069674908827,5.958156552296329,0.5483793098807902,-0.0069286913427180075
2.3969868416225246,5.119518586029819,-1.0107320996918412,4.956746134637434
2.286578921987376,4.96320101526827,-0.16332492055606007,4.768179429621511
5.478764585101331,5.990826202410275,0.0022676783302843406,8.474177686306469
2.4989021047727515,4.6742085189203015,-0.39842446092495953,4.836006364232903
-4.6735156897799905,6.1442007194590325,-1.2716520586859128,-1.6014153300504743
-4.935659132496307,4.55640735235738,0.041736991524885275,-2.6574554563176167
-1.8993594648054253,6.289117774668689,0.5308128759387837,1.2451994225289194
0.7316110103672637,4.365170386441855,-0.04475573694898858,2.914196203588191
-2.984035058612024,4.629395949839602,0.16214197156194654,-0.669337083692223
0.4874403175262818,6.243514532228157,-0.13978333742413546,3.60919758364036
1.5101996856322937,4.977940650787503,-1.1459037194317894,3.9991700110260453
-5.895208702555911,4.29374113719426,-0.5455716335915978,-3.7483381339587805
3.2967309865875034,3.408111850332483,-0.30685634865593425,5.000786911753745
-1.6119451678853727,6.290816669768423,-0.47826826673582196,1.533463166998839
1.5770321144278494,4.294067589060554,-0.7465019840736046,3.7240659089581265
2.1403688694648073,7.2278091998057565,-0.04283023060009022,5.754273469367686
1.4933293523545965,3.0342969418061534,-0.12925968803132232,3.0104778232576734
2.283931979270972,5.340120201401977,-0.31703929481444243,4.95399207997196
-1.2694955144547695,7.538874148950945,-0.30279946822063714,2.499941560020703
3.151756455026618,5.697568547031823,0.5922252380713716,6.000540728542529
3.361034470526926,4.854555668654297,0.1210406957684436,5.788312304854074
-0.19699306475251924,3.3191643683956302,0.21443960652232386,1.4625891194452958
