weight,sex,height
71.16904114563735,male,180.90685732787153
69.20474844759,male,178.123281288515
49.037292583474915,female,165.1060850339814
74.47287441671413,male,177.46743934459198
74.239599351378,male,177.43992495643184
80.76173483021505,male,186.04600435596754
72.47004012401116,male,177.41691491611965
52.21313713305352,female,165.0759115147489
84.42230945225302,male,189.5430714446295
88.20779678486966,male,191.2010223390369
,male,181.02244115268468
,female,168.03858497426978
89.38564826035031,male,190.42091353298218
51.061573131659124,female,175.19330361266017
,female,160.9253134823737
69.09518526428171,male,173.78854967740352
,male,170.98113996773932
78.80438207074644,male,180.82100843269404
79.13192233343251,male,183.01565114687634
74.36840635160654,male,182.29336233427108
52.598380230781714,female,170.69714386754882
50.651153819101175,female,165.0293120533321
68.6682068134905,male,176.37625177302465
70.78621924772531,male,178.14548083001472
89.33179244791167,male,186.1896369583469
50.1769631433161,female,165.2052178626608
82.42312769877327,male,184.40892942651868
46.05026214681481,female,163.1229398164627
50.12593126501406,female,163.1010802904995
,female,173.82573294939158
,male,182.73049946144116
52.63818805661881,female,168.96746828688453
,female,168.6441315874469
76.15636066084404,male,188.13116737418162
57.48508719785153,female,183.62564441236916
49.37051253959766,female,167.825194157393
,female,172.31872020556003
,female,173.56390232974482
48.99544960267329,female,164.81047865675475
49.04977008016356,female,161.91236126683535
,male,172.85573518396723
,female,170.21305593352398
78.99943257228752,male,185.65500026174564
72.76447994726439,male,179.96298508628038
47.38401108697461,female,159.28432944581635
71.40959937520009,male,181.0795141803536
,male,182.0196203978084
,female,170.34662434141006
91.61899220380417,male,188.37700496005118
59.54325413828286,male,162.86038936813742
69.27068048070326,male,171.65511968318285
,male,186.96369065286007
51.01780148154907,female,161.2776809506141
80.40146704510936,male,183.63100432929835
75.70572195577836,male,179.80743743422934
,female,173.3392157820949
52.41066122864704,female,168.64294097429723
75.40231802117007,male,182.9741569266136
77.00858882857008,male,180.3970025569367
67.36026693894571,male,174.47444440614646
48.31843393269628,female,168.15883938378127
,male,177.84236120786983
75.70066809805789,male,180.22833419120423
47.23962006390653,female,158.59610235246095
47.71028936280626,female,162.40678426374848
,male,177.30404559818422
67.29123666607022,male,180.9051184279543
53.49954028600712,female,170.63736923856277
52.83197796873645,female,166.55733476077495
69.19991360286885,male,173.91953527920754
85.66651187135666,male,191.5587719714211
69.40622600422314,male,172.05827665906136
40.04717008016532,female,148.97529810482766
52.236899459356316,female,169.56718912648466
63.938236442795315,male,174.22115372163324
50.99676241599092,female,168.4921619627874
46.325811802272256,female,161.7982216789458
,male,180.62879855242895
92.7708377121624,male,188.62367558480264
75.11237393050752,male,176.80901230621583
69.93198742376991,male,170.84260928319966
67.02600789987082,male,171.48819052866293
85.42331621719136,male,185.12691873472158
52.10200558156666,female,165.96631664741628
44.78569483001368,female,161.44066531524874
42.63542845174722,female,154.07929450444198
48.17866862755824,female,162.13510005638588
42.98692747731272,female,156.71271317829132
79.57543982934726,male,179.1921726845299
41.27081804934044,female,155.59883609566356
71.27193788445717,male,175.79807167747697
77.82674391075514,male,180.06576387171347
51.01858578757258,female,160.85195190216555
79.0671540690619,male,187.91140870171847
,male,179.64758977608633
62.60829768160676,male,171.46642522275184
75.62575743401955,male,181.47034323594258
49.45255038685372,female,165.63348638375743
84.1073670321361,male,187.20972648655544
81.78036209413095,male,187.56931071670817
54.08165529872549,female,170.89884985886027
68.88218116360433,male,175.1796712261692
77.31490389944753,male,179.98331163028817
46.94107637021888,female,157.91853468768815
,male,180.58706941309225
67.57116156937387,male,171.988308292258
69.66785558990526,male,179.66591594600084
44.065297749564536,female,163.29510887598022
43.599135984746475,female,152.0206955767223
70.41938657720888,male,177.8203758144517
74.9566060222829,male,182.35300433236876
83.00894641831493,male,183.45434000877444
50.758229535582814,female,162.89096965564718
53.34490280472457,female,168.84402895926604
80.96572542321188,male,179.87372349694357
64.32996626781005,male,174.15763863052905
52.21892976044758,female,164.19500055385942
59.020382569714414,male,164.36425468155556
48.71179112284837,female,168.30573932004762
,male,179.49199568460034
,female,167.41328957829504
,male,181.6306378432204
43.15570945889942,female,157.12422235386884
78.09481665719431,male,184.7358306068872
47.955799116620454,female,160.78993789888193
69.41092666808062,male,174.6181333777329
73.65927023260696,male,175.15539528479903
78.39721197592317,male,181.73712724169957
69.28098992517374,male,172.2368936078907
47.04122556546997,female,160.76084531680172
76.10779186667357,male,180.6256991619483
55.405294848168296,female,172.85341498966355
77.53733521163711,male,181.85615344729632
80.23157622128261,male,181.66493074127607
74.96264470414336,male,178.6073829378549
51.157667663127114,female,165.72188620232487
,male,174.90253007309184
,female,172.025379127367
77.525448972714,male,183.71446236577967
58.75483838215308,male,165.2855654320769
85.85883998313079,male,191.0680458124457
75.66934312122575,male,178.8224603380619
76.9667502464274,male,184.42383661013844
67.98567293459885,male,170.94766246147879
55.820793949422615,female,170.8286423120392
,female,167.49991828139642
76.6425640360856,male,175.01129464451273
65.76598468358638,male,171.73831780988866
59.05200606141891,female,173.49882858496062
73.33054642831159,male,177.45043967272812
44.42853613233901,female,161.65331248387213
68.1941201659315,male,176.06254602930628
,male,184.60160484952956
52.04822775467783,female,170.4762109857811
,female,174.00272659448484
76.51802725888057,male,178.41478158416766
71.87321570516534,male,179.1290698725003
46.21456596160839,female,154.28988196114844
71.91646808788532,male,182.0185757068605
67.31857892003339,male,175.35796316657874
78.56564681435275,male,180.22356144755966
48.81467100625371,female,166.118624545837
59.803939203087126,male,168.06504025469042
,male,184.27462980172982
80.84895778844933,male,191.22668730329073
,female,174.69584984879393
77.06834267096228,male,177.43919436967644
,female,164.28592680907144
64.91162967652801,male,170.7996457881556
72.56731286358931,male,176.57346184177942
67.59130218007064,male,173.47918236435152
,male,183.63191077938228
48.53834503755328,female,159.26578079851012
57.80277060195564,male,170.83728288528727
48.52713758290909,female,163.50330663864563
,male,181.11416912519815
,male,180.6817067067223
72.9651538437827,male,178.8662165573376
76.91504182197039,male,184.7722404585428
82.2444464895642,male,185.75269009748143
50.502343809325694,female,166.84356294966983
,male,176.9246978298222
43.144684066400224,female,156.4316893849667
81.58899204642333,male,180.9467108929478
,male,178.6275085831245
74.66546385838524,male,177.2316941248704
51.217337509507566,female,169.12377579231492
78.74844266982643,male,180.94845876547078
,male,184.05587520291095
57.83414779078987,male,167.50502942256426
74.97692855770852,male,180.2514112905472
73.24914179247843,male,177.76861691459362
61.61105438055047,male,164.70918791934713
,male,177.2649870767189
73.10857676925723,male,176.5830463095257
46.961975853704814,female,163.17371523356513
53.38769164123748,female,168.61979935874336
,male,174.87088365265876
,male,173.9152934273704
70.6143307211802,male,177.2115327899993
85.11037154387267,male,186.09660649445814
46.713316438015184,female,164.05047272026485
49.33597374170517,female,168.00603544934285
,female,161.19701082091584
64.36574011909676,male,174.87094317332355
,female,168.49474144606648
74.19609186361883,male,174.68917753942537
,male,182.81992196139268
,female,159.02743049975044
86.33728508806118,male,192.03175476821883
55.05946730481847,female,168.39482710876172
,female,165.0762354987712
46.283773043944464,female,159.3789392492859
71.13147958657096,male,177.97896085533208
58.72696236983319,male,167.5952180841388
81.53108498271845,male,188.59042755445532
72.32662844341867,male,172.4314260517928
93.50500108378985,male,193.21610615439323
49.70772274376536,female,165.75921812771534
65.83245496991671,male,172.8098261267827
48.24379925716106,female,163.6068239933379
49.80148845895816,female,166.46834099912888
,male,181.96580315829476
76.19415942506605,male,182.1593584211272
49.374045999735976,female,162.12942895641135
76.18981032035116,male,180.05076679201505
88.82519147541547,male,193.10007240688265
,male,175.11439372700588
56.47375818705637,female,165.96205090591585
,male,189.5003050978827
50.91653547663061,female,165.5143551769118
,male,176.03982019485647
82.43546895639598,male,181.18794001833152
92.03693654881691,male,195.79716947992375
71.58823483255196,male,176.73355196468913
73.84825039365212,male,180.03627034150833
53.82436931395854,female,169.98192436168134
70.32118622187713,male,175.052809705505
71.18554435528765,male,177.15093109185514
,male,184.15689836157657
,male,176.17124244632367
,male,174.14170675018804
82.56321908303745,male,185.58038407176238
80.63107377077606,male,179.55338538650756
49.444342335441654,female,164.03639771494716
74.48472218945666,male,178.19142720435318
81.81490213264087,male,187.49625694718458
58.741521558413595,female,179.63297262098706
45.35016129067991,female,159.7177313546225
86.34373411616114,male,192.21574767587896
80.58415420205044,male,183.84762185634636
70.83838763093026,male,177.79564391976334
74.95342581758133,male,180.93414103688292
70.92039579010901,male,182.07880427098712
89.03901831947968,male,192.92442361926354
,male,182.25658016677008
63.72296073031345,male,170.2901607760597
58.581946056665686,female,178.10243887782826
73.17485384575727,male,180.87093136387767
72.8681245305892,male,182.89643398702006
70.88339221579812,male,172.0212931884521
81.63331856362987,male,188.29391156094795
91.62030582444672,male,195.55615746679032
54.14591324054058,female,165.79129965591574
85.56839918721737,male,191.42136756170095
54.64658224027946,female,171.84956498455452
46.59587544268728,female,158.62706410078243
47.6520929284178,female,162.26192670285752
87.35280853983903,male,187.93010621983598
48.593620456020325,female,165.34716079097166
44.789311673712206,female,154.05011616426185
62.88388827364103,male,177.23627888513138
80.29446098501167,male,184.1429058812946
,female,161.1529065146496
,male,185.25816650339777
72.1058413282761,male,180.57971794581056
72.00814440285367,male,183.04245589468755
48.5899966938764,female,159.93701417750634
80.80397079209688,male,183.30822666955592
42.634990384783514,female,153.32513988060356
