weight,sex,height
,male,164.2277375283264
,male,165.79865973328475
75.21901510190685,male,165.52867166474485
,male,163.70644179665325
81.47675037932645,male,165.50140271954595
51.35206595550828,female,150.125995408213
76.71559523573792,male,167.0367232034503
49.019086460739494,female,149.82911789689686
,male,166.35510707110538
,male,163.72898510082356
54.36630086541339,female,153.47572083047578
,male,164.94727826497186
44.1941825467631,female,143.92495239167346
,male,165.14843882142807
,male,162.09374879175576
53.22362794529129,female,149.44909368793745
51.195707994477935,female,149.79230044929858
,male,164.27613951502124
73.87638277148966,male,162.93438688291664
45.86058479610824,female,144.31608834105995
75.655969530973,male,164.12751228452564
46.96043180966545,female,144.3481566276009
,male,165.1046075102205
72.99834647381081,male,163.00572012863802
,male,165.27761763806046
50.11494281562813,female,149.23421664177908
,male,165.60596770451963
49.445699213428746,female,146.3798248060114
,male,163.14026525355507
50.23353597702191,female,144.20809399987377
74.88291235043484,male,163.72624398916807
,male,161.53092081843536
,male,164.23724330169267
,male,166.42874829766617
,male,164.41724594032146
49.11336712047914,female,146.73471579926377
,male,161.7729460140919
52.41844939031534,female,146.04726350821684
48.227819247994475,female,147.9413100486725
,male,163.05704997794524
,male,163.3906869127423
,male,164.1550581330007
46.266162657768774,female,143.86406632849503
78.53863004035544,male,164.71188063775108
49.23309191486972,female,148.30168155551257
49.82950493386313,female,148.0099160072623
,male,163.58430962305036
,male,164.88294662324301
52.60819326116541,female,145.5447128997806
51.64703034681374,female,150.5231493998076
49.41401226822609,female,147.85310138051886
48.19579017796877,female,148.67696867921833
78.96804978082142,male,167.27457330504922
49.1774980714279,female,145.59713356273326
49.137176190181,female,149.36608870093775
74.06431995519654,male,162.09792563956825
44.6837996667499,female,146.10076101653905
77.15067166277628,male,166.45406918724098
,male,165.8789322429771
50.442300562423306,female,146.10744082654293
51.39389485245062,female,147.9539585641905
45.68097602426595,female,144.68248268410045
49.01906566755087,female,147.7447997781941
75.68287143567812,male,165.33905136836515
,male,163.6666141830367
50.29303388877332,female,148.19781985984386
,male,164.63274599029165
53.05440210449749,female,150.01348903024532
49.68065439233134,female,148.06081447773977
49.884201601058926,female,148.32267356161228
,male,166.4992107698208
47.115055505076405,female,145.2326881900999
49.63279898143197,female,149.19324357145922
,male,165.40528324689745
,male,163.39519679530858
,male,165.56176265096897
80.96292779208592,male,167.2763956788523
49.24854482166155,female,149.7271961177539
,male,166.53813123436396
51.53894303302764,female,148.3075419681997
47.70347857855286,female,147.66261974175745
47.81743381099486,female,146.18181940861484
,male,164.24883448377918
50.61309763480544,female,146.02284334142996
,male,165.40101583606227
49.14083025669697,female,147.40830448027583
51.22435716927467,female,147.64517997756943
,male,165.32913571010903
48.38601637683568,female,146.90520263902377
,male,163.6033245659532
76.18902419157311,male,164.74748366879516
74.81965276630983,male,164.26575527965588
51.29099666094788,female,146.55126545222143
72.326093428631,male,164.75833411322114
53.77635894244955,female,145.09480826122862
,male,166.7541564280212
73.46501575241307,male,165.05303725701017
54.03367324456593,female,147.6050849895418
48.38977837061214,female,145.5287205644055
46.95832198417465,female,148.0450437125766
,male,165.13331922122978
,male,165.06244810144216
,male,166.71764508587543
,male,164.5467665977926
50.61925099346782,female,152.1233671184654
47.83474441728254,female,145.84069960154386
50.37983972780902,female,147.22434994898344
52.23088209980915,female,148.28593086170082
73.04382433382821,male,164.15346088839985
,male,167.29337781132773
78.87599354826126,male,166.09564434629502
,male,167.22311204906873
52.710506306829686,female,148.853181243486
49.375687892487704,female,149.11524213470102
48.63038754157705,female,147.17773858750917
51.51572180128933,female,149.19012741421756
,male,164.43020292331883
80.01612735676909,male,163.3653269713626
,male,167.61645631226415
,male,169.2236997833381
51.75809937049297,female,148.64866072418405
47.85672355132548,female,147.53718641095983
,male,162.8748988101129
80.03497689112261,male,165.4631928405755
73.61683534198954,male,164.38974790071455
,male,166.09372714399828
,male,166.24493133457418
,male,167.50854029440205
,male,166.35431351632067
,male,164.738802973386
48.27404824652415,female,146.69954292712882
,male,165.2660921640976
,male,165.24849859665713
,male,166.95060571178968
45.70488773500137,female,144.62097099945643
50.98764235135966,female,149.41847123073728
,male,164.8473309146692
52.17085572260307,female,150.01045387448653
71.08214749228317,male,164.28695531814225
,male,165.06952258637813
,male,164.32430123456763
,male,167.12773041810308
51.6519871484296,female,147.01607720265915
75.50838353863988,male,164.83506622549686
49.924152285940394,female,148.14729595245876
,male,165.88081051188936
73.13374945646684,male,166.5925656283317
,male,163.44567082823562
79.83881701639541,male,166.9877230165542
,male,165.6895986970676
,male,165.39821254084896
,male,165.40365416251183
51.25022615447669,female,148.89067455238919
,male,160.19595034651414
,male,167.99645111417396
47.53263105744966,female,147.2415059051385
46.538090353912644,female,149.2934425246426
,male,166.12162968401282
,male,164.10005644530753
,male,162.71823528295934
,male,163.58930829838695
47.832200942300936,female,146.34628747588437
,male,162.87508374813706
48.10696550143,female,146.01101575380235
45.90904102843242,female,146.48301808884375
49.67586636234097,female,147.26592956625586
50.486467989095914,female,145.20465272280148
46.64695421692245,female,148.16119040181005
,male,163.59389150254785
50.59417504275067,female,144.97185645412333
,male,165.94477734735983
,male,165.27688730132772
,male,163.47174840150254
50.67530613682415,female,147.34481626801826
,male,165.5994321226728
48.01426067490091,female,145.8312042488598
50.53464569470118,female,147.3485555217914
46.74997941053109,female,148.3106005496016
,male,163.97089469226117
,male,163.5050152481867
53.84771185638979,female,149.7016246077485
,male,165.6856066002918
53.39546313716319,female,147.81921718690202
,male,166.7245892963608
,male,162.455401092772
46.485805830460826,female,144.94228679216152
49.14056634932647,female,147.79981626612192
,male,167.36449470437105
,male,165.32189937184404
72.9333148424986,male,163.8428637014888
50.36575208050757,female,145.7593641395281
,male,164.6087158290952
52.3809655909232,female,148.6296869420817
46.843303919594554,female,147.90287023177513
,male,167.3644415796063
,male,164.31601871656014
75.8839071404499,male,166.0238330218942
,male,163.86650334702642
46.18301682169216,female,145.7850273555908
52.00091136839825,female,150.47209532282375
,male,165.2711540416747
,male,164.8886262917711
76.44617281670138,male,165.14429120340543
73.8058821913932,male,164.4926584876024
,male,163.03704410342067
77.75056032775515,male,166.06553994985387
49.4384206736937,female,147.9822495735248
48.66433546163698,female,147.22422145762312
51.40621905004411,female,148.24671735604346
53.15135810284127,female,147.69798998816188
,male,166.56289072374815
,male,165.2879364122433
,male,164.08951767590523
,male,164.6708304717078
,male,162.80653873469632
73.87763073806313,male,164.23109022915958
52.95135592781077,female,146.94173438098264
46.00106570540013,female,146.27217304621325
,male,165.21385053967836
,male,164.0842176863433
,male,164.96519565093354
76.81780939049719,male,166.03352147537507
74.67316789816572,male,167.93723923342836
70.92150166932223,male,162.42394502334625
,male,164.46209166577893
76.60140394027154,male,163.08619119858034
,male,166.190822178831
50.438640151544966,female,146.62903555751404
72.40695576302473,male,164.18446146275244
,male,164.07041339953307
47.54079316566974,female,147.72147701866203
53.153088661431504,female,149.01684687502342
48.21562788262768,female,145.32303746212148
,male,165.27721335989574
,male,165.29432973847884
,male,164.35790976635946
,male,167.25943706816284
49.14736793857274,female,145.2845449033459
,male,163.00368604992792
77.08593512632812,male,166.8166819892415
51.91362950566031,female,149.47950814990983
,male,163.0201384656392
,male,166.4216513570423
77.32166149727045,male,166.95796065447612
43.284660631073734,female,146.09953247433117
,male,165.32428081559345
55.00613519972165,female,150.22510182198403
,male,165.62245046389882
,male,163.68868154181308
,male,164.75549176918443
,male,163.44746134738773
,male,166.5113725571161
,male,165.05098294444124
50.44062127588374,female,151.14714595919165
46.007497184358,female,146.6135240431751
,male,166.03776391283895
,male,166.50768738201793
56.29632075724132,female,146.56097598101448
77.28587974395145,male,167.13995573293056
51.951193302756,female,147.93074531252665
,male,165.67517760704933
,male,163.90433568782947
,male,161.5994947571802
48.85058808552241,female,144.57052773770215
,male,165.08104004149655
47.69598625230864,female,148.32239470110974
,male,164.1292963368676
47.791830144271565,female,143.83261365602382
,male,164.83423590868264
,male,164.75483257266416
,male,164.99466649130324
46.99126765314712,female,144.74921946540246
,male,164.38418775300732
,male,163.2989880711542
47.287594086229944,female,146.9319187685498
49.308558086981336,female,148.58777144929704
,male,164.82247437644568
,male,163.90767111478033
,male,161.67447597663977
53.714771641188044,female,146.77597471727753
