toeic,gpa,employment_score,toeic0,toeic1,toeic2,toeic3,toeic4,toeic5,toeic6,toeic7,toeic8,toeic9,toeic10,toeic11,toeic12,toeic13,toeic14,toeic15,toeic16,toeic17,toeic18,toeic19,toeic20,toeic21,toeic22,toeic23,toeic24,toeic25,toeic26,toeic27,toeic28,toeic29,toeic30,toeic31,toeic32,toeic33,toeic34,toeic35,toeic36,toeic37,toeic38,toeic39,toeic40,toeic41,toeic42,toeic43,toeic44,toeic45,toeic46,toeic47,toeic48,toeic49
135,0.0515345768743353,-0.9493142547064678,134.6374043736325,134.81061332643787,135.04755879179467,135.2304538944291,134.7306039811797,135.1250414499405,135.30959450938118,134.5410875740861,134.61226417002598,134.7293155097046,135.10775326613194,135.19883219338348,135.2850709248412,134.5221409492834,135.16856080219677,134.9916616118752,135.01367024641056,134.8538404946394,134.5177890373764,135.10185720889345,135.49157243574908,135.4204379345528,134.96297955602873,135.08019547388378,134.98561977072828,134.74799708665182,135.11765997749512,134.8876824523706,135.39211044832476,135.0869430973182,134.8127547032535,135.36342016337852,134.5246714334739,135.07703763818915,134.9802398664246,134.7708450045408,134.73981404770842,135.1458871672208,134.64872138467086,134.69864277412287,135.02097843762309,135.3517975648697,134.50657480316224,134.90280100942823,135.31310179977413,134.90365125514592,134.85928811370553,135.2927530724407,135.11277237806232,134.74870942693005
935,0.3554961169823204,4.86172454402144,935.0548217082544,935.0258022785584,935.3831999616166,934.5891681198448,935.1842343282616,935.0919922018768,935.181948456632,934.7675555277656,934.5330825631094,935.4746493521064,935.4726720571472,934.7232627150746,934.8064815332906,934.8482133788392,934.6787631604008,934.7108294714552,934.5005710618324,935.3151473380548,935.1459167382062,934.5328941281796,935.14962363951,935.4230238262762,934.5261616976746,935.2033183934626,934.6251805760852,935.3766940002984,934.5395852307568,935.4060797436588,934.731192099115,934.7382198856044,935.3576539074504,935.3587829146104,934.8950164995364,935.0492207975,934.5758108551796,935.2348275188672,934.8923996070306,935.3264980895138,934.655740939886,935.4982183727428,934.9507703390608,934.8727738934824,935.1010527376332,935.28915351567,935.2605731627016,934.9170769485028,934.9976524373204,934.8786074084154,935.466681982333,934.7039808049832
485,2.228434745793046,5.582662577701948,484.645275724817,484.60813040671,485.2521763139185,485.2265873046615,485.4294459615887,484.9814942969201,485.1947479453952,485.1186431842196,484.5303571125739,485.0354010807882,485.1713626024184,484.62036361645454,484.55269509987073,485.2547347255186,485.1534161090689,484.8667167474382,485.2359784265231,485.4181744599045,485.25177194729423,484.76772770879074,484.9209121062146,485.4797893356226,484.75217103142654,485.2192508342485,484.572377199181,485.0890025494744,485.494939739344,484.9180709049184,484.7088435368656,485.48247110630666,485.20887508288206,485.0999171547721,485.0639041061142,484.6637209415243,485.28897574145606,484.6601730962783,484.9810768163376,485.2276581743085,484.935931114704,485.46436146794144,484.8012569008295,484.5405465539084,485.0154527176522,484.6259868813333,485.2402012414048,484.9525491336264,485.2052735426706,484.975447075982,484.7499832789653,485.3923956493021
65,1.1797007101039785,3.9196935997041575,65.08000471446623,65.00014541292492,64.65633385245192,64.88160026400273,65.0261940527594,65.12461667382614,65.43025131604729,64.6482629801217,65.42129126430122,65.32080896109267,64.77086388488125,64.93474989197956,64.79953930253062,64.7972066387586,64.87963072461018,65.29603757773715,64.91194687554781,65.24136762560224,64.82836429516172,64.60992568571946,65.23290062910328,64.80602575019411,64.73327222356467,64.77979650702984,65.43708591641334,65.24914763532583,65.20216718353998,65.0397979418261,65.03198466806023,65.04260955784471,65.46211085650017,65.46504174838694,64.55866314457346,64.63917738150407,65.29219240382487,65.4367798020694,64.52606081190932,64.92567995558295,65.26641790609617,64.9473533249245,64.79301310116416,65.33331478934039,65.30329432862845,64.76219958561136,64.86723015779458,64.51683225813822,64.65420626937711,64.96856724073787,64.76519492881943,64.73288331260264
445,3.962356197496995,8.286851254331294,445.4894565094526,444.9214329187485,445.03921716414095,445.3927841407567,444.9822009748696,444.6938977944126,444.68847459063744,444.7576943987427,444.98593011766405,444.5567640891965,444.7476961488858,445.250242177427,444.8319544208418,444.57642463717553,445.26303244072193,445.2509835209903,444.8308678710244,444.90422611519887,444.6404126993402,444.5739704725315,444.5173437132222,444.5431929450706,444.5609958758966,445.1168269109469,445.12479461391945,444.6689833444168,445.01986921721056,444.73602206703407,445.2795226295604,445.4930381501981,445.36895348858246,444.7765517517981,444.5597401804178,445.4457028976773,445.06601139612974,444.8584494338823,444.6059288611448,444.66929661425263,445.39676408602656,445.28265103221577,444.8423036870472,445.0815860560113,445.3121252630692,444.6243196947077,445.490125789342,444.7714352756843,444.9922756174821,444.68920822884377,445.3282846722174,445.1422891855125
65,1.8468854764530969,1.638974378664512,65.28098948775288,64.92218172404556,65.3564781155613,65.34373393302916,65.49296795060596,64.60061245124781,65.23671149990146,65.25507744579562,65.42472891815092,65.32953742732795,65.3690593326176,64.93446266245421,65.21113926842975,64.52844061832349,65.17196754628667,65.02347618557044,65.2089220119302,65.11259637511301,65.41039816181728,64.88621027858441,64.79102075627567,64.6804057124475,65.37731195261215,65.02634757252905,64.8396229287995,64.74046213454506,64.95771301190265,65.01203605340658,65.14933490530845,64.69635115363923,65.1190982393186,65.18162419933591,64.69589615551105,65.27694024857806,65.25279673368912,64.80585798373754,65.35033109463271,65.06530719789819,65.18902443516595,65.15170585924912,65.42305542179353,64.67529644824616,64.65874189070138,64.67281517835322,65.11925527454824,64.9551829237666,64.78078334586371,64.98343188188764,65.02307977415501,65.00303248133515
290,0.3099275609777124,2.673331257503908,289.6903278244864,289.8621384227316,289.88182867845137,290.1837019844472,290.0881663160869,289.52523633946885,289.60107426408933,290.1268175667745,290.2004651528241,290.10565143301005,290.05695840503176,289.5847661863525,290.178307134166,289.54951116831023,290.1918545039393,289.5291087067872,289.74337853785227,289.7119051963652,289.8671558948892,289.751035872575,290.24313034555166,290.06049182696046,290.3973342441681,290.1051099436452,290.00831114690976,289.8608558931324,290.4110052941979,289.58745000363126,290.1290350489052,289.57433239974154,290.1432956146677,290.02401760605613,290.12105267414853,290.0074344377555,289.91582395521334,290.0637219789713,290.40834379913343,289.7783359239273,289.80312420217456,289.62253964451594,290.14975070855894,289.7948584126534,290.3338129065747,290.2047444949179,290.3381504735892,290.4108324355136,289.613599902266,289.6635254198206,290.2645796464895,290.18869731666814
730,0.3360813051102373,2.925882767048983,729.8521751944978,729.8366386742408,730.3000474883388,729.5568893150391,729.9719196001685,730.410662365242,730.2429593969863,729.914190340889,730.2202155444018,729.7711105090842,730.4648718905858,729.8829038138979,730.081027056772,729.5285441140273,730.461044015933,730.4326651358797,729.8436417385728,730.023122865436,729.9619773203866,730.1748591008983,730.183065667196,729.6165482789934,730.019053071113,729.8736334016558,730.2746127774959,730.0334477925983,729.6416959728731,729.6125650690516,730.3340078378745,729.8314211809948,729.7093691303868,729.523942430671,729.5179056952328,730.1038440561535,729.8485817259399,730.3365207197444,730.2029017917268,730.0695192409024,729.7955027182411,729.8007520206955,730.0665781741349,729.6703090311411,729.8776520927743,730.1158326041854,730.1172532461042,730.2418528756959,730.4220634678366,730.3687518533592,729.7585968818634,730.3751029018762
25,4.191552072808165,4.018650342902214,24.856733411481223,24.59545474200497,24.786391216433724,24.674890572087943,24.90956984949538,24.95722007711274,24.92783920955124,24.87489714882745,24.842524017998837,25.15481784414364,24.917208675092148,24.806072369758045,24.77917533985477,24.644263561104925,25.124803806353604,25.009199279344525,25.10151389665796,24.78246081678534,25.177989445182792,24.78880851854993,25.358953781972595,24.82045296345497,25.03816625062878,25.15130050321629,25.33029484055617,24.84495286516168,24.8898933989925,25.486866069677944,25.095739835118213,25.36606230042937,24.59683577949871,24.750592526660387,24.776951603723223,25.215050359745277,25.331135927624835,25.15069859413604,24.98780669236149,25.39709000516893,25.49654640086704,24.898259218868727,24.579656962068977,25.079463899828102,25.201101248014066,25.317245866629047,24.73178936153437,25.127241911694757,25.27281187994337,25.27473063629737,24.57939515930607,25.46552044250357
175,0.4310659693802238,2.266305733334513,175.37990593633432,174.7411327811579,174.68750625116118,175.12231108638173,175.3277648771517,175.1073096959288,175.1527006534261,175.42823000701193,175.21842864375063,174.84476652668562,175.45671892317054,175.11949638245488,174.57292349299132,175.14773443489202,175.4854868775248,175.0486222772917,174.6856671821807,175.17008995470303,174.8418477904835,174.6557324076535,174.96346961696048,175.48024548744073,175.00938039702137,175.02358824931463,175.050368500374,175.2678292942609,174.71160336899723,174.76175110778016,175.11265446965487,174.9789902865786,174.97519604643065,174.57121482389397,175.22389578366665,174.80785457556382,174.63933537704224,175.04557601278023,174.61509774884377,175.3749264182316,175.00416264149047,174.65481041118537,175.37560628937746,175.00471361223336,175.1060197891823,175.03848021820204,175.3009529087687,174.76946516558675,175.36058895660165,174.9619255528175,174.6624429053251,175.223622916433
