Supplement,Exercise,Weight_Loss
False,False,-0.8771034293953649
True,False,1.6045419505353946
True,True,13.824147958715315
True,True,13.004504538904943
True,True,13.701128231448262
True,False,-0.3794007584317268
True,False,1.0881413402103615
True,False,0.06949345999012452
True,True,14.92399221619035
True,True,14.05533439381068
False,True,4.356397246177952
False,True,3.6432511512434513
True,True,15.421266738926132
False,True,5.008712615704715
True,True,13.425330087157896
True,False,-0.25618988314413094
False,True,3.6265805743433224
False,False,0.3011181947088135
False,False,-0.46374340512194256
True,False,0.2572228439029149
False,True,3.1424213693337917
True,False,-0.698447997645552
False,False,0.37588390288879375
True,False,1.3968340297320068
True,True,14.361361209851323
True,False,0.3926384069708122
False,False,1.6613912829140327
True,False,1.8679602521984588
True,True,13.83875818024701
True,False,-0.0497045072109733
False,False,-0.7154536434632459
False,True,6.1345165435332385
True,False,0.3884679278531181
True,True,14.760912450762874
True,True,14.516527311489527
False,True,6.0473320013477565
True,False,2.467433743314912
True,False,-0.8599081500169654
False,True,4.707193971811904
True,False,0.748448484420166
True,True,13.753659134981456
True,False,-0.3712674797382428
False,False,0.854744924480738
False,True,3.3387546241475965
False,True,6.498500996231349
True,True,14.685318899363494
True,True,14.687056632874032
True,True,13.132762307334977
True,False,0.8528946818087326
True,True,16.16180077882288
False,True,4.938932422170505
False,False,-2.187698321736502
False,True,3.729579508635859
False,True,3.802148062838686
False,True,5.784893420655832
False,False,-0.8061901947322082
False,False,-0.8889409455110517
False,True,7.093218905769696
False,False,-0.988429957914613
False,False,0.758153695280744
False,True,3.9593592369724497
True,True,14.649337619702441
True,False,-0.1687025765489244
True,True,14.532346665290039
False,False,-0.6462150675220497
False,False,0.671579131817293
True,True,15.054909326923218
False,False,-0.3215314195720321
True,False,-0.08296485646787577
False,False,0.6687763582555009
True,False,0.7219691752545935
False,True,4.580345720139622
True,False,-0.6311373418363952
False,True,3.5857303621940497
False,True,6.055173075809126
False,False,0.15720441973817342
True,False,-0.40690680733043794
True,True,15.078333198684534
False,False,0.19347847747006292
False,True,4.469556356265101
True,False,-2.173972031137067
False,True,5.831485747257625
False,False,0.3251932486535366
True,False,-0.7029539608251771
False,True,5.450571248647435
False,False,-1.3514875882733803
False,True,5.76814602963976
False,True,4.648801221328833
True,True,15.280446946166066
False,False,1.01836461461748
False,False,-1.2945913715898163
True,True,15.660454181217593
False,False,0.7326987013995798
False,True,4.184617707612569
True,True,14.583591637894036
True,False,1.134238999008895
False,True,4.555691387450064
False,True,5.839617705671814
True,True,15.08370796856894
False,False,-0.2627385660599186
True,False,2.041314514482283
True,True,14.303568417088691
False,True,4.284843328517657
False,True,3.9752602614345625
True,True,15.123593465754864
True,False,2.272643891681552
False,True,4.777587215235203
True,True,15.483413965400485
True,True,14.17225819425575
True,False,-0.5930299373662502
True,True,13.270085266426921
False,False,1.0715726897208568
False,True,4.933831933447928
False,True,6.523778140230762
False,True,4.607473372503886
False,False,-1.0616708549542038
False,True,4.451769556961044
True,False,2.8800528831272474
True,True,15.5863267149421
True,True,16.327215635889367
False,True,3.993390173461327
False,False,-0.9962424254194964
True,False,-2.0425786158489743
True,True,16.310273417604257
False,False,1.111982848062549
True,False,1.7509308681515243
True,False,0.6080629831619175
True,True,14.121478633229
True,False,1.6802561121129203
True,False,1.7389294688332262
False,True,4.195898744497617
False,False,1.290199477364172
True,False,0.016047897012625545
True,False,-0.24969091067529225
False,True,5.277635522362301
False,True,6.268132779930642
True,True,15.071768722302176
True,False,-1.2606033166913664
True,False,-0.013344685480395024
True,False,1.5155313134813353
False,False,-1.418628495155586
False,False,0.3374999735190645
False,True,5.50372592878819
True,False,1.151764930331104
True,False,-0.4281105990428895
False,False,-0.30683199914775505
False,True,3.5354381303050895
False,True,4.810096431599297
True,True,15.986098543345
False,False,-1.0455091338454063
False,False,-1.7006082481948943
False,True,5.326558821742883
False,False,0.7213187226460254
True,False,2.640357145044634
False,False,0.8712520575816306
False,True,5.762340395729591
False,False,0.025152785146506398
True,False,0.8720585741807563
False,True,3.790096512024201
True,True,15.249166547612328
True,True,14.798276590830246
False,True,5.477527538971877
False,False,-0.9840113557363939
True,True,14.984508741413576
False,True,4.513700648011132
True,True,14.57035436405514
False,False,0.06409273287887608
False,False,1.567847913713043
True,True,13.835990738466501
False,True,4.719194338737177
True,False,2.2730510803314177
True,True,16.170509368458973
True,True,15.32593581179548
True,True,14.797411447532584
False,False,-0.6448561595764128
False,False,-0.5576706562810374
True,True,15.109328411864926
True,True,15.360544162326827
False,True,4.7337843616973245
False,False,0.23666745737858802
False,True,4.193876853661384
True,False,1.057806845907514
True,False,1.425913128986176
True,False,-0.7154547866425172
False,False,-0.702837053015404
False,False,0.1398056893054608
True,False,1.5408780967489737
True,True,15.783685610794713
True,True,14.595735906784464
True,False,-0.4485985233817166
True,False,1.3573993128180313
False,True,3.71728241368928
True,False,1.813760845883354
True,False,1.4601909328176188
True,True,15.472781320118662
True,True,14.20671776497748
False,True,6.562831628647953
False,True,7.170439652343653
False,False,1.1612327143443006
True,True,13.558619062780906
False,True,4.623620069660553
True,False,-0.19393554184583173
True,True,15.240337292763725
True,False,0.033583345733706305
False,True,3.492914168318025
False,True,5.399646033082059
False,True,6.579445291301324
False,False,-0.4605872675769282
True,False,1.9895698738004741
False,True,5.520153979264868
True,False,2.866091251272053
False,False,0.7055901221167529
False,True,5.608531063361125
False,False,0.16884071053061137
False,True,3.2565861660882423
False,False,-0.20403777805549161
True,False,0.07554931420931693
True,True,15.667257923815102
True,False,-0.48141077982726976
True,False,-0.34277277543169826
True,False,-0.9824679850061238
False,False,0.6830822558298507
False,False,0.5063185416494768
False,True,4.522459988263277
False,False,-2.0950075047792303
False,False,0.36941215258818283
False,True,5.091547268316777
False,True,5.785899328799654
True,True,15.988452086458665
True,False,0.8509287972889577
True,False,1.0224584135337444
True,True,15.082623887509788
False,True,4.994943590290984
False,True,5.263485088080394
False,True,4.107554836971777
True,True,15.807151768919665
False,True,5.299445187745433
True,True,14.826496438826906
False,False,0.5922540128137643
True,False,-0.5130353724376442
True,False,-2.0276549828857595
False,True,4.356670047421392
True,False,1.072408068681729
True,False,-0.09381373134150917
True,True,14.2580705137618
